nomor_cabai,gambar,Panjang_Cabai,berat_cabai,kadar_air,label
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_1_2.jpg,5.5,2.06,46.6,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_2_1.jpg,4.9,2.45,33.4,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_2.jpg,5.2,2.47,32.38,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_2_1.jpg,5.7,2.43,38.2,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20a_0_2.jpg,7.7,4.51,31.7,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_2_2.jpg,4.9,1.66,59.03,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_0_2.jpg,5.2,2.6,35.76,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_2_2.jpg,4.8,2.43,37.44,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16b_2_2.jpg,5.6,2.63,41.09,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3b_2_2.jpg,6.2,2.74,29.92,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14f_0_2.jpg,6.3,2.67,46.6,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.84,36.26,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13c_1_1.jpg,6.8,3.31,28.39,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.5,2.18,49.54,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16b_0_2.jpg,5.6,2.89,46.3,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5f_0_2.jpg,6.7,2.35,37.44,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28a_2_2.jpg,6.2,3.07,30.61,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_0_1.jpg,5.5,2.28,51.75,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_1_2.jpg,6.4,4.6,40.43,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20a_2_2.jpg,7.7,4.39,29.84,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_0_1.jpg,5.5,2.28,48.2,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_0_1.jpg,6.0,2.6,41.15,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_1_2.jpg,6.0,2.29,35.8,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8b_0_2.jpg,5.5,2.42,54.54,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_1_2.jpg,5.5,2.06,46.6,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_1_2.jpg,6.2,3.16,32.59,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23c_0_2.jpg,5.7,2.68,30.59,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16a_1_2.jpg,5.6,2.51,38.2,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14c_1_2.jpg,6.3,2.36,38.9,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30b_2_2.jpg,4.9,2.36,30.93,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_1_1.jpg,6.8,3.41,30.49,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.17,35.02,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18c_0_2.jpg,6.0,2.38,38.2,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_1.jpg,6.0,2.4,37.08,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_2_1.jpg,7.0,3.15,34.28,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_2_1.jpg,5.2,2.4,30.41,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32a_1_2.jpg,6.4,4.22,35.07,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20a_2_2.jpg,7.7,4.39,29.84,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_1.jpg,6.0,2.23,32.28,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.5,2.18,49.54,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_1_2.jpg,5.5,2.06,46.6,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23b_1_2.jpg,5.7,2.88,35.41,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_0_1.jpg,5.7,2.66,43.6,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_1.jpg,5.5,1.22,59.01,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_5_2.jpg,4.9,1.47,25.37,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.64,36.26,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_0_2.jpg,6.0,2.86,46.5,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_2_1.jpg,4.9,2.45,33.4,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_2_2.jpg,4.8,2.43,37.44,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.0,41.0,Segar
26,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 26a_0_2.jpg,5.7,2.57,33.85,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3b_2_2.jpg,6.2,2.74,29.92,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8b_0_2.jpg,5.5,2.42,54.54,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_3_2.jpg,6.2,2.96,28.04,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_5_2.jpg,4.9,1.47,25.37,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_0_1.jpg,5.5,2.28,48.2,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,4.9,2.43,33.3,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_2_2.jpg,4.9,1.66,59.03,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16b_0_2.jpg,5.6,2.89,46.3,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_2.jpg,6.0,2.3,34.34,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13c_1_1.jpg,6.8,3.31,28.39,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_0_2.jpg,4.9,2.53,35.57,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_2_1.jpg,6.7,2.44,39.75,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_2_2.jpg,5.5,1.13,55.75,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2b_0_2.jpg,7.0,3.78,38.62,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23b_0_2.jpg,5.7,2.47,24.69,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4a_0_2.jpg,5.5,1.25,60.0,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23a_2_2.jpg,5.7,2.78,33.09,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_2.jpg,5.7,2.38,39.49,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2a_2_2.jpg,6.3,2.52,39.28,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.83,43.27,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_2_2.jpg,4.8,2.53,39.92,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_2_2.jpg,4.9,1.66,59.03,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_3_2.jpg,6.3,2.75,34.18,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_2_1.jpg,7.0,3.15,34.28,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12a_0_1.jpg,6.0,2.51,39.8,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_0_2.jpg,6.7,2.55,42.35,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_2_1.jpg,7.0,3.15,34.28,Segar
9,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 9a_0_1.jpg,6.6,2.89,41.17,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_1_1.jpg,6.8,3.41,30.49,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_1_1.jpg,6.0,2.33,35.1,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16b_0_2.jpg,5.6,2.89,46.3,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23a_2_2.jpg,5.7,2.78,33.09,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.83,43.27,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5f_0_2.jpg,6.7,2.35,37.44,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_1.jpg,5.2,2.32,28.01,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.81,42.7,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14a_0_2.jpg,6.3,2.46,41.4,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_1_2.jpg,6.2,3.16,32.59,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,2.94,35.37,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,3.06,37.9,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_0_1.jpg,6.0,2.6,41.15,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21a_0_2.jpg,7.0,3.4,39.11,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_2_1.jpg,4.9,2.45,33.4,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.84,36.26,Segar
9,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 9a_0_2.jpg,6.6,3.16,46.2,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13c_1_1.jpg,6.8,3.31,28.39,Segar
26,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 26a_0_2.jpg,5.7,2.57,33.85,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7a_0_2.jpg,5.4,2.38,40.75,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7a_0_2.jpg,5.4,2.38,40.75,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,3.2,40.62,Segar
9,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 9a_0_2.jpg,6.6,3.0,43.33,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_2_2.jpg,4.9,1.66,59.03,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_0_2.jpg,6.2,3.28,35.06,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_1_1.jpg,6.0,2.33,35.1,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.64,31.49,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_0_2.jpg,6.0,2.86,46.5,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_0_2.jpg,6.7,2.55,42.35,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_1_1.jpg,5.7,2.55,41.17,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2b_0_2.jpg,7.0,3.78,38.62,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16b_1_2.jpg,5.6,2.75,43.6,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.0,41.0,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_2_2.jpg,4.9,2.53,35.96,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_1.jpg,5.2,2.32,28.01,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,3.2,40.62,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_3_2.jpg,6.3,2.75,34.18,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2b_0_2.jpg,7.0,3.78,38.62,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,3.06,37.9,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_2_1.jpg,5.2,2.4,30.41,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3b_0_2.jpg,6.2,2.96,35.13,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_2.jpg,5.7,2.38,39.49,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_0_1.jpg,6.0,2.24,32.58,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_1.jpg,6.0,2.23,32.28,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_1_2.jpg,6.4,4.6,40.43,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_2.jpg,6.0,2.3,34.34,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11_2_1.jpg,5.5,2.09,43.5,Segar
26,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 26a_1_2.jpg,5.7,2.4,29.16,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_1.jpg,5.5,1.22,59.01,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.84,36.26,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14f_0_2.jpg,6.3,2.67,46.6,Segar
26,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 26a_1_2.jpg,5.7,2.4,29.16,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_2_1.jpg,4.9,2.45,33.4,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2a_2_2.jpg,6.3,2.52,39.28,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2b_0_2.jpg,6.3,2.42,36.77,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_1.jpg,6.0,2.23,32.28,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32a_1_2.jpg,6.4,4.22,35.07,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14f_0_2.jpg,6.3,2.67,46.6,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2a_2_2.jpg,6.3,2.52,39.28,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3c_0_2.jpg,6.2,2.84,32.39,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.4,37.72,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11_2_1.jpg,5.5,2.09,43.5,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_2.jpg,5.5,1.38,63.76,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_0_2.jpg,6.0,2.86,46.5,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_1_2.jpg,4.8,2.31,34.19,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_1_1.jpg,6.0,2.33,35.1,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_2.jpg,5.7,2.38,39.49,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32a_1_2.jpg,6.4,4.22,35.07,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_2_1.jpg,6.7,2.44,39.75,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14f_0_2.jpg,6.3,2.67,46.6,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.5,2.18,49.54,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21a_0_2.jpg,7.0,3.4,39.11,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_2_1.jpg,5.7,2.43,38.2,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_1_2.jpg,4.8,2.31,34.19,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_1_2.jpg,5.6,2.57,37.35,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.81,42.7,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_1_1.jpg,5.7,2.55,41.17,Segar
26,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 26a_1_2.jpg,5.7,2.4,29.16,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5f_0_2.jpg,6.7,2.35,37.44,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_0_2.jpg,4.9,2.53,35.57,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_2_2.jpg,4.8,2.53,39.92,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28a_2_2.jpg,6.2,3.07,30.61,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,4.9,2.43,33.3,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_0_1.jpg,5.5,2.28,48.2,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32a_1_2.jpg,6.4,4.22,35.07,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_2.jpg,6.0,2.3,34.34,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_2_1.jpg,5.2,2.4,30.41,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_1.jpg,5.2,2.32,28.01,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3b_0_2.jpg,6.2,2.96,35.13,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2c_0_2.jpg,6.3,2.33,34.33,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3a_0_2.jpg,6.2,3.07,37.45,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2a_2_2.jpg,6.3,2.52,39.28,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_2.jpg,5.5,1.38,63.76,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_2.jpg,5.7,2.38,39.49,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_2_2.jpg,4.9,1.66,59.03,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_0_2.jpg,6.2,3.28,35.06,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2a_2_2.jpg,6.3,2.52,39.28,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13c_1_1.jpg,6.8,3.31,28.39,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_0_1.jpg,5.5,2.28,51.75,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.67,39.7,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_1_2.jpg,5.6,2.57,37.35,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_1_2.jpg,5.6,2.57,37.35,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,3.06,37.9,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4a_0_2.jpg,5.5,1.25,60.0,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_1.jpg,5.7,2.52,42.85,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_0_2.jpg,6.2,3.28,35.06,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_1_2.jpg,4.8,2.31,34.19,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_2_1.jpg,4.9,2.45,33.4,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20a_0_2.jpg,7.7,4.51,31.7,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_1_2.jpg,7.0,2.29,96.06,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_0_2.jpg,6.7,2.55,42.35,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_1.jpg,5.5,1.22,59.01,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_0_1.jpg,5.5,2.28,51.75,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_2_2.jpg,4.8,2.53,39.92,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_0_1.jpg,5.5,2.28,51.75,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14a_0_2.jpg,6.3,2.46,41.4,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.84,36.26,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2c_0_2.jpg,6.3,2.33,34.33,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.17,35.02,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.62,34.53,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_2_2.jpg,5.5,1.13,55.75,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_2_1.jpg,7.0,3.15,34.28,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_0_1.jpg,5.5,2.28,51.75,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_1.jpg,6.0,2.4,37.08,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_0_2.jpg,6.7,2.55,42.35,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_1_2.jpg,5.5,2.06,46.6,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_2.jpg,5.5,1.38,63.76,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_1.jpg,6.0,2.23,32.28,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23a_2_2.jpg,5.7,2.78,33.09,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_2_2.jpg,5.5,1.13,55.75,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11_2_1.jpg,5.5,2.09,43.5,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14b_1_2.jpg,6.3,2.56,43.75,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.5,33.71,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,2.94,35.37,Segar
